Source;Target;DegreeSource;Degreetarget;Capacities
13952;14695;8;6;15805
13952;14018;8;6;14116
13951;15876;9;6;34815
13951;15115;9;7;64527
13951;15045;9;7;64477
13950;15891;7;6;8537
13944;13967;7;7;22305
13940;15345;7;6;6708
13935;14461;8;9;111545
13935;14501;8;8;68926
13933;15550;7;6;7354
13932;15537;7;6;7325
13924;14801;7;6;5299
13920;14397;7;8;42358
13919;14716;7;6;5122
13917;15131;7;6;6071
13916;14938;7;6;5586
13911;14663;8;7;42544
13911;15757;8;6;18837
13910;14810;7;6;5322
13907;14903;8;6;16249
13907;15827;8;6;19018
13906;14956;7;6;5648
13904;15449;7;6;7024
13903;14105;7;6;3993
13899;14707;7;6;5096
13898;14279;7;6;4224
13893;15526;8;6;18125
13893;14492;8;6;15196
13891;15433;7;6;6932
13887;14924;7;8;42750
13883;14790;7;6;5248
13882;15611;8;6;18458
13882;14213;8;6;14522
13880;15410;7;7;23103
13876;15141;8;6;16910
13876;15060;8;6;16701
13875;14257;7;6;4167
13874;15210;7;6;6336
13873;14497;7;6;4676
13870;15303;8;6;17348
13870;14665;8;6;15715
13868;14173;8;6;14426
13868;15283;8;6;17310
13866;15214;7;6;6342
13864;14467;8;6;15127
13864;14102;8;6;14342
13863;15042;8;6;16598
13863;14570;8;6;15491
13857;15202;8;6;17085
13857;15902;8;6;19209
13856;15160;7;6;6150
13849;15763;7;6;8070
13845;14614;7;7;22689
13844;13937;7;6;3669
13842;15114;7;6;6001
13840;14293;7;7;22519
13833;15352;8;6;17556
13833;14714;8;6;15869
13831;15139;8;6;16904
13831;13854;8;6;13703
13827;14597;7;6;4931
13825;13954;7;7;22290
13823;15554;7;6;7384
13821;15056;8;6;16686
13821;14388;8;6;14928
13819;15852;7;6;8346
13817;15814;10;6;54576
13817;14504;10;6;51155
13817;14003;10;7;92637
13817;14966;10;7;93488
13815;15784;9;6;34536
13815;15645;9;6;34119
13815;14616;9;6;31117
13813;14939;7;6;5594
13811;15830;8;6;19040
13811;14961;8;6;16388
13808;14382;7;6;4424
13804;15367;9;7;64757
13804;13937;9;6;29628
13804;14628;9;6;31146
13803;15611;7;6;7563
13801;14114;7;6;3994
13800;15868;7;6;8429
13797;15208;7;6;6315
13796;14245;8;6;14561
13796;14320;8;6;14714
13793;13799;7;6;3452
13792;14375;7;6;4409
13788;15293;7;7;23061
13782;15459;7;6;7071
13777;14080;8;6;14281
13777;15305;8;6;17355
13775;15476;7;6;7132
13764;14712;7;6;5101
13758;14450;8;6;15047
13758;13908;8;6;13834
13746;15068;7;6;5883
13745;14489;7;6;4612
13744;15804;7;6;8224
13743;13875;7;7;22250
13739;15437;7;6;6955
13738;14957;7;7;22866
13736;15016;7;7;22893
13733;15242;8;8;69010
13733;14633;8;7;42529
13729;14281;7;6;4231
13726;15654;7;6;7710
13725;15944;7;6;8774
13723;14478;7;6;4591
13721;15930;7;6;8727
13715;14358;7;8;42286
13712;14459;7;6;4525
13711;14663;8;7;42539
13711;14366;8;6;14840
13709;14902;7;7;22848
13703;15442;7;6;7007
13701;14189;7;6;4116
13697;13736;8;7;41332
13697;15961;8;6;19452
13695;14605;7;6;4956
13693;14671;7;6;5066
13688;15043;8;6;16609
13688;14222;8;6;14523
13687;14393;7;6;4432
13685;14375;7;6;4403
13683;14401;7;6;4441
13681;15561;7;6;7436
13680;15693;7;6;7866
13678;13931;7;6;3648
13674;14167;7;7;22411
13672;15685;7;6;7819
13671;13710;7;6;3233
13670;13993;7;6;3806
13667;13916;7;7;22275
13663;15399;7;6;6823
13661;14544;7;6;4839
13658;13926;7;6;3615
13657;14557;7;6;4843
13656;14515;7;6;4753
13654;15012;7;6;5741
13651;15445;8;6;17824
13651;15999;8;6;19560
13648;15528;7;6;7270
13644;15031;7;7;22897
13643;13693;7;7;22142
13635;15979;7;6;8943
13632;13897;7;6;3560
13629;14122;7;6;4041
13626;15904;8;6;19210
13626;14932;8;6;16330
13624;15908;8;6;19239
13624;14075;8;6;14250
13623;13652;9;6;29056
13623;13640;9;6;29029
13623;14827;9;6;31627
13622;15746;7;6;8005
13621;15846;7;6;8320
13619;13746;7;7;22174
13617;14949;8;6;16357
13617;15045;8;7;42807
13616;15355;7;6;6733
13615;15559;7;6;7424
13614;15905;7;6;8654
13613;15574;10;6;53819
13613;15251;10;6;53013
13613;15658;10;6;54099
13613;14747;10;6;51690
13612;14027;10;6;50258
13612;13711;10;8;150245
13612;13703;10;7;92356
13612;13638;10;6;49363
13611;15652;7;6;7709
13603;15748;7;6;8012
13601;15002;7;6;5717
13597;15749;7;6;8020
13595;15516;7;6;7211
13594;15993;7;6;8986
13592;15614;7;6;7595
13591;13772;7;6;3380
13590;15520;7;6;7255
13576;15959;8;6;19450
13576;15352;8;6;17546
13575;14576;8;6;15522
13575;13858;8;6;13708
13570;14516;7;6;4759
13567;15827;7;6;8262
13566;15551;7;6;7363
13561;14999;7;6;5709
13559;15197;7;6;6265
13556;15630;7;6;7645
13555;15063;8;6;16709
13555;13577;8;6;13250
13554;15963;7;6;8855
13549;15289;8;6;17341
13549;15157;8;6;16966
13548;14830;7;6;5363
13545;15954;7;6;8830
13542;13986;7;6;3768
13538;15176;8;7;42920
13538;14083;8;7;41893
13535;13952;7;8;41751
13533;13632;7;7;22081
13528;15301;7;6;6494
13527;15938;8;6;19366
13527;14519;8;7;42466
13523;15346;7;6;6719
13516;14771;8;6;15993
13516;13551;8;6;13228
13515;14165;7;6;4094
13514;14773;7;6;5201
13512;15534;7;6;7289
13509;15736;8;6;18809
13509;14896;8;6;16241
13507;14211;7;6;4127
13505;14556;8;6;15462
13505;14414;8;7;42358
13504;13530;7;6;2966
13496;14320;7;6;4325
13493;15732;7;6;7980
13492;13936;7;6;3666
13489;14899;7;6;5507
13483;14500;7;6;4684
13482;14467;7;6;4540
13473;13479;7;6;2892
13470;14601;7;6;4952
13468;14118;8;7;41958
13468;14451;8;6;15067
13462;13918;7;6;3596
13461;14855;8;6;16153
13461;14664;8;6;15710
13458;15419;9;6;33316
13458;15129;9;6;32640
13458;14758;9;6;31434
13457;15775;7;6;8145
13456;14534;8;7;42473
13456;13782;8;7;41403
13451;13956;7;7;22304
13450;14518;7;6;4760
13447;14427;8;6;14980
13447;13779;8;6;13602
13441;15720;7;6;7936
13437;15918;7;6;8706
13434;13808;8;7;41467
13434;14912;8;6;16262
13432;13892;8;6;13821
13432;15557;8;6;18230
13429;14479;7;7;22600
13428;14266;7;6;4207
13427;14108;8;7;41924
13427;14580;8;7;42495
13426;14095;7;6;3982
13423;15591;7;6;7517
13419;13723;7;7;22161
13413;15874;7;6;8467
13411;15798;7;6;8200
13410;14520;7;6;4767
13409;14544;7;6;4838
13402;13774;7;6;3388
13399;15243;7;6;6410
13393;15598;9;6;33981
13393;14800;9;6;31586
13393;14048;9;8;110545
13392;15458;7;6;7060
13387;14450;8;6;15043
13387;15605;8;6;18420
13384;14395;7;7;22560
13379;14405;7;6;4444
13377;15671;8;6;18615
13377;14389;8;6;14939
13373;13891;7;7;22264
13371;13625;7;6;3090
13370;14782;7;6;5243
13369;13447;7;8;41026
13365;14612;8;7;42515
13365;14386;8;6;14923
13364;14838;7;6;5378
13363;15199;7;6;6273
13359;14013;8;6;14114
13359;13981;8;7;41792
13358;13691;7;6;3182
13356;14806;9;7;64329
13356;14236;9;6;30253
13356;13523;9;7;62841
13354;14795;7;6;5280
13352;15107;7;6;5987
13350;13990;7;7;22328
13347;14985;8;6;16428
13347;14668;8;6;15728
13345;14169;7;6;4096
13344;14012;7;6;3816
13343;13417;7;6;2792
13341;14632;7;6;5025
13335;13815;7;9;63075
13333;15988;7;6;8961
13326;15665;8;6;18597
13326;15256;8;6;17277
13325;15495;7;6;7144
13323;15106;8;6;16816
13323;15583;8;6;18344
13318;14380;7;6;4411
13317;13472;8;6;13120
13317;14350;8;6;14808
13315;15457;7;6;7055
13314;15774;8;6;18898
13314;13593;8;6;13284
13313;14242;7;6;4152
13312;13319;8;6;12791
13312;15106;8;6;16802
13310;13996;7;6;3809
13308;15516;8;6;18081
13308;13949;8;6;13955
13305;14898;7;6;5498
13302;13675;7;6;3151
13301;14983;7;6;5684
13299;13305;7;7;21949
13298;15581;7;6;7485
13297;15466;8;6;17898
13297;13352;8;7;40854
13293;15149;7;6;6118
13292;14479;7;7;22591
13289;14940;7;6;5615
13285;15741;8;6;18829
13285;15865;8;6;19140
13284;14729;7;6;5130
13278;15605;7;6;7552
13277;15203;9;6;32820
13277;14201;9;6;30182
13277;14365;9;6;30535
13272;14244;7;7;22489
13271;14319;7;8;42238
13270;13638;8;6;13396
13270;13440;8;6;13052
13269;13714;7;6;3237
13267;15688;7;7;23185
13265;13431;7;6;2809
13256;13404;7;6;2750
13253;14965;7;6;5654
13251;15342;7;6;6681
13247;14793;8;6;16056
13247;13855;8;6;13708
13246;15366;7;6;6749
13245;15766;7;6;8076
13244;13716;7;6;3244
13242;13466;7;6;2873
13240;13986;7;6;3767
13232;15850;8;6;19089
13232;14464;8;6;15110
13231;13279;7;6;2574
13229;13398;7;6;2742
13227;13618;7;6;3076
13225;14135;7;6;4071
13223;15960;7;6;8840
13222;13647;7;6;3135
13220;15521;7;6;7257
13218;15939;7;6;8745
13217;14574;7;6;4895
13209;14855;7;6;5412
13207;15576;7;6;7473
13202;14122;7;6;4027
13199;13856;8;7;41590
13199;13265;8;7;40780
13197;14500;8;6;15247
13197;13768;8;6;13576
13195;14260;7;6;4181
13193;13811;7;8;41470
13189;15286;7;6;6478
13187;14011;10;6;50178
13187;14939;10;6;52152
13187;13821;10;8;150303
13187;13664;10;6;49412
13184;15173;7;6;6184
13181;15507;8;6;18059
13181;13447;8;8;68571
13180;14590;9;6;31081
13180;15904;9;6;34871
13180;13837;9;6;29415
13179;14127;7;6;4061
13177;14676;7;6;5067
13176;13431;7;6;2808
13175;13548;7;7;22063
13174;15192;8;6;17066
13174;15100;8;6;16796
13173;14052;7;7;22370
13168;13608;7;6;3059
13167;14713;7;6;5108
13165;14626;7;6;4995
13164;15442;7;6;7004
13163;15737;7;6;7983
13162;14715;7;6;5108
13161;15557;7;6;7399
13160;14619;7;6;4987
13156;13222;7;7;21910
13154;15562;7;6;7437
13152;15228;7;7;23038
13151;13784;7;6;3399
13150;15307;8;6;17374
13150;13759;8;6;13545
13148;15452;8;6;17836
13148;14483;8;6;15172
13147;14928;8;6;16322
13147;14447;8;6;15034
13145;14131;7;8;41960
13144;14841;7;6;5391
13142;14784;7;7;22807
13138;15810;7;6;8244
13137;14961;7;6;5649
13134;14342;8;6;14766
13134;13417;8;6;13020
13131;15145;7;6;6106
13129;15420;8;6;17743
13129;15147;8;7;42872
13127;15161;8;6;16974
13127;14829;8;6;16116
13125;15800;7;7;23256
13123;14634;7;6;5025
13120;14046;7;7;22360
13119;13928;7;6;3626
13118;14243;7;7;22482
13115;13670;7;7;22133
13114;13791;7;6;3426
13112;13475;7;6;2876
13110;15687;7;6;7821
13105;15058;8;6;16696
13105;14127;8;6;14374
13102;14073;7;6;3905
13100;14733;7;8;42648
13099;15161;8;6;16967
13099;14143;8;7;41968
13098;15540;7;6;7329
13097;14317;8;7;42236
13097;14181;8;6;14441
13094;14686;8;6;15794
13094;13889;8;6;13804
13092;15949;7;6;8819
13088;15908;7;6;8664
13086;14547;8;7;42481
13086;13764;8;7;41385
13082;14672;7;8;42572
13081;14962;7;7;22868
13079;13570;8;7;41238
13079;15439;8;6;17813
13078;13175;7;7;21847
13077;14869;7;6;5440
13075;15116;8;6;16856
13075;14102;8;6;14336
13072;13674;7;7;22137
13071;13923;7;6;3605
13067;15953;9;6;35108
13067;15894;9;6;34855
13067;14208;9;6;30212
13066;13578;7;6;3009
13064;13659;7;6;3145
13063;15646;7;6;7685
13061;15581;7;6;7485
13059;15801;7;6;8205
13057;15702;7;6;7896
13054;14616;7;6;4979
13053;15460;7;6;7076
13051;14555;8;6;15454
13051;13793;8;7;41424
13050;14119;7;6;4012
13049;15940;7;6;8747
13047;13310;7;7;21954
13046;14241;8;8;68890
13046;13072;8;7;40568
13045;13620;7;6;3082
13044;15456;7;6;7047
13040;15884;8;6;19195
13040;14225;8;6;14533
13037;15503;7;6;7168
13034;15997;8;6;19551
13034;15214;8;6;17115
13032;13405;7;6;2751
13031;15629;8;6;18520
13031;13628;8;6;13370
13030;15017;7;6;5759
13026;13733;8;8;68667
13026;14010;8;8;68832
13022;13766;7;6;3366
13018;13435;8;6;13028
13018;14759;8;6;15943
13017;14327;7;6;4336
13015;13942;8;6;13931
13015;13526;8;6;13192
13013;14336;7;6;4359
13012;15212;7;6;6336
13011;13960;7;6;3724
13010;14816;7;7;22814
13009;15132;7;6;6073
13008;13454;7;6;2827
13007;14191;7;6;4118
13006;14064;7;6;3899
13005;14256;7;7;22508
13003;15907;8;6;19236
13003;15098;8;6;16773
13000;14135;8;6;14385
13000;15171;8;7;42905
12997;13849;7;7;22233
12988;14000;8;6;14088
12988;13002;8;6;12300
12983;15975;7;6;8920
12981;14040;7;6;3856
12979;15006;8;6;16541
12979;13744;8;7;41372
12978;14950;9;6;32127
12978;14190;9;6;30155
12978;13145;9;7;62288
12977;13707;8;6;13485
12977;14627;8;7;42515
12976;15892;7;6;8543
12975;15842;7;6;8313
12974;13757;9;6;29216
12974;13125;9;7;62278
12974;14037;9;6;29828
12972;15529;7;7;23125
12971;15453;7;6;7043
12970;15768;7;6;8079
12968;15600;8;6;18409
12968;14115;8;8;68848
12966;15465;9;6;33530
12966;14888;9;6;31875
12966;13295;9;6;28433
12964;14362;7;7;22550
12963;14153;7;7;22404
12960;14467;7;6;4537
12959;13591;7;7;22066
12957;14884;8;7;42734
12957;14372;8;6;14891
12953;13220;7;7;21906
12950;14539;7;6;4834
12942;13647;7;6;3135
12941;15019;7;6;5760
12938;13064;7;7;21780
12934;15013;7;6;5751
12933;12952;8;6;12246
12933;15076;8;6;16734
12932;13618;7;6;3073
12931;15466;8;6;17867
12931;13376;8;6;12900
12929;15204;7;6;6299
12928;15053;7;6;5835
12926;14478;7;6;4568
12924;13762;7;6;3355
12921;14902;7;7;22846
12920;15796;8;6;18948
12920;14001;8;7;41795
12918;15703;7;6;7899
12917;14307;7;6;4279
12910;13039;7;6;2373
12909;13206;7;6;2499
12905;13093;7;6;2443
12903;14236;8;6;14542
12903;13541;8;6;13212
12900;15719;8;6;18684
12900;15646;8;6;18560
12898;15632;7;6;7648
12896;14903;7;6;5526
12894;14641;7;7;22730
12888;15781;7;6;8159
12887;15579;7;6;7482
12885;15729;8;6;18771
12885;13257;8;6;12702
12884;13453;7;6;2822
12882;14143;10;7;92770
12882;14614;10;7;93171
12882;13860;10;6;49823
12882;15130;10;6;52728
12880;15143;7;6;6092
12879;14289;7;6;4242
12878;13998;8;6;14077
12878;14592;8;6;15561
12874;13078;7;7;21823
12873;14962;7;7;22868
12870;15991;7;6;8967
12869;13189;7;7;21862
12868;15192;7;6;6245
12865;12918;7;7;21659
12864;15304;7;6;6499
12863;15725;10;6;54295
12863;13481;10;6;49058
12863;14875;10;6;51995
12863;14530;10;6;51253
12856;15847;9;6;34741
12856;12971;9;7;61917
12856;13563;9;6;28922
12852;13470;8;7;41046
12852;13049;8;7;40522
12843;14534;7;7;22625
12841;14817;7;6;5333
12840;14480;7;6;4604
12837;14442;7;7;22570
12834;14704;8;6;15816
12834;12988;8;8;68323
12833;13481;7;6;2895
12831;13344;7;7;21956
12828;14362;7;7;22547
12827;15681;9;6;34189
12827;13517;9;6;28826
12827;13201;9;6;28213
12826;13840;7;7;22207
12824;12951;9;6;27703
12824;15451;9;6;33458
12824;13501;9;6;28767
12823;15691;8;6;18637
12823;13865;8;6;13717
12821;13859;7;6;3504
12817;15325;9;6;33120
12817;13767;9;6;29247
12817;13265;9;7;62492
12815;13313;9;7;62598
12815;13055;9;6;27882
12815;15605;9;6;33994
12813;13287;7;6;2599
12810;15203;7;6;6292
12809;15274;7;6;6465
12808;14785;8;6;16055
12808;14084;8;8;68844
12805;14506;7;6;4720
12802;15723;8;6;18712
12802;14336;8;6;14743
12800;15189;7;6;6205
12799;13233;7;6;2519
12797;12856;7;9;61848
12796;14701;7;6;5090
12795;15258;8;6;17280
12795;14555;8;6;15447
12794;13679;7;6;3152
12793;13198;7;6;2489
12782;13763;7;6;3356
12781;13925;8;6;13890
12781;14584;8;6;15542
12780;14366;8;6;14837
12780;12934;8;7;40421
12778;14072;9;7;63489
12778;13350;9;7;62642
12778;13056;9;6;27885
12776;14565;9;6;31029
12776;14272;9;7;63636
12776;12864;9;7;61849
12774;13613;7;10;92209
12773;14914;7;6;5559
12772;13526;7;6;2958
12769;15638;8;6;18533
12769;14389;8;6;14935
12768;15899;7;6;8634
12766;13671;7;7;22136
12760;14462;7;6;4534
12759;15793;7;6;8179
12758;15474;7;6;7127
12756;15661;7;6;7743
12755;13873;8;7;41604
