Source;Target;DegreeSource;Degreetarget;Capacities
1111;1489;8;5;67080
1110;1469;8;4;37808
1110;1241;8;4;36892
1110;1493;8;5;67486
540;1758;13;1;1007
540;1515;13;5;223256
540;1086;13;7;479654
540;995;13;5;220178
540;873;13;4;125306
540;788;13;5;217073
540;694;13;4;124480
540;693;13;5;216879
540;816;13;4;125053
539;1697;10;6;186204
539;1608;10;3;28232
539;1512;10;5;118598
539;573;10;4;58792
539;1336;10;4;65060
539;1011;10;7;258569
538;1938;9;5;97778
538;1069;9;6;132763
538;759;9;4;49804
538;582;9;5;90878
530;1782;10;3;29542
530;1415;10;4;65898
530;1633;10;4;68192
530;1373;10;4;65624
530;1126;10;9;463082
530;1835;10;6;187462
527;772;5;10;116139
526;1981;6;4;16817
525;1956;6;5;32850
525;1903;6;4;16001
524;1825;6;5;30186
522;1501;6;6;53920
522;1677;6;4;13498
520;1974;5;5;18922
515;1736;6;6;56026
515;1646;6;8;110786
514;1926;3;4;833
513;1485;7;5;44345
513;833;7;11;325829
512;994;11;3;39631
512;748;11;6;230315
512;847;11;8;437817
512;1162;11;4;84312
512;1559;11;4;86900
512;1260;11;4;85296
511;1827;6;4;15023
511;1507;6;8;107981
507;1461;7;6;77937
507;1389;7;3;8729
506;1900;17;5;429309
506;1647;17;4;243062
506;1532;17;4;242716
506;1280;17;4;241740
506;1471;17;5;424439
506;1384;17;6;595085
506;615;17;6;589172
506;739;17;3;121897
506;1428;17;4;242463
506;721;17;4;238940
506;866;17;10;1443218
506;1052;17;6;593439
505;1999;18;5;477325
505;1858;18;5;475000
505;1536;18;3;134454
505;1059;18;7;875021
505;1397;18;3;134085
505;917;18;8;1076716
505;1918;18;5;475876
505;642;18;11;1880659
505;660;18;16;3578327
505;790;18;4;276761
505;778;18;3;131580
505;1113;18;5;462841
505;1263;18;6;669230
503;1809;18;3;134959
503;1754;18;3;134793
503;1475;18;3;134377
503;636;18;5;454494
503;1656;18;6;673794
503;1611;18;5;472601
503;596;18;5;453338
503;661;18;5;454665
503;1068;18;8;1087604
503;807;18;11;1881270
503;825;18;3;131941
503;1254;18;5;464698
503;1050;18;7;874937
501;1490;6;5;27939
500;623;5;20;563190
497;1992;10;5;120851
497;1294;10;4;64648
497;903;10;7;258098
497;898;10;5;117340
497;658;10;4;59167
497;1455;10;4;66595
496;1922;10;5;120245
496;1774;10;5;119215
496;1468;10;3;27695
496;1312;10;4;64755
496;1835;10;6;187288
495;993;6;3;2935
493;1957;3;5;2348
490;1704;11;4;88732
490;1242;11;5;138924
490;1142;11;4;84273
490;656;11;6;229211
490;563;11;3;39324
490;1014;11;3;39688
489;1952;15;4;191026
489;1918;15;5;305961
489;957;15;7;617798
489;849;15;4;173398
489;1012;15;3;93304
489;1262;15;12;1644249
489;1738;15;5;304454
489;1752;15;4;186800
489;1211;15;4;178979
489;1849;15;5;305122
488;1917;16;4;216333
488;1636;16;4;214027
488;1580;16;4;212899
488;1843;16;6;538198
488;1501;16;6;530115
488;614;16;8;886772
488;576;16;6;516789
488;1473;16;4;210971
488;1081;16;2;35634
488;1091;16;4;207077
488;1480;16;4;211400
487;1971;19;5;510966
487;1930;19;4;324791
487;1900;19;5;510535
487;1470;19;5;504368
487;1456;19;4;321216
487;1411;19;5;503525
487;664;19;4;309072
487;996;19;5;500028
487;555;19;14;3101334
487;559;19;8;1205800
487;618;19;6;704757
487;1053;19;2;57171
487;926;19;4;312651
487;1016;19;4;315434
485;1996;13;5;227475
485;1937;13;5;226741
485;1492;13;4;128165
485;1423;13;3;58406
485;1720;13;4;128701
485;1409;13;5;222735
485;1953;13;3;58722
485;1093;13;4;126930
482;1418;14;5;264231
482;1085;14;3;74459
482;781;14;2;22167
482;1158;14;3;74686
482;628;14;6;400290
482;527;14;5;250088
482;904;14;4;152400
482;788;14;5;253997
482;1326;14;3;76714
480;1933;14;5;269581
480;496;14;10;1010987
480;877;14;4;151488
480;762;14;2;22113
480;606;14;4;149574
480;809;14;4;150833
480;1173;14;9;878007
480;1914;14;5;268848
480;1638;14;7;544722
477;1959;4;5;6611
475;1913;9;4;56982
475;1846;9;6;135099
475;1519;9;5;95902
475;918;9;4;50420
474;1786;8;5;70370
474;1669;8;4;38418
474;1919;8;6;114111
473;1386;11;5;140275
473;1037;11;7;327133
473;1623;11;4;87419
473;726;11;4;81529
473;877;11;4;82043
473;630;11;9;546818
473;1526;11;3;40944
471;1944;7;4;24799
471;1814;7;5;46902
470;1495;6;2;338
470;1332;6;4;11746
468;1587;11;4;87154
468;1366;11;5;139934
468;1314;11;4;85524
468;1301;11;4;85452
468;1197;11;4;84556
468;716;11;6;229803
468;1542;11;4;86892
466;1303;7;3;8668
466;702;7;3;8230
466;794;7;3;8588
465;1950;8;3;16544
465;1764;8;5;70300
465;1535;8;3;12787
465;933;8;5;62130
461;1954;7;5;48634
461;1868;7;5;47277
461;1723;7;5;45737
459;1920;14;5;269556
459;1335;14;6;412337
459;1126;14;9;876390
459;1466;14;3;78217
459;493;14;3;72518
459;1479;14;4;158509
459;1482;14;4;158785
459;1617;14;3;79350
459;1749;14;6;418511
457;1831;10;4;71052
457;1070;10;6;176956
457;1059;10;7;259634
457;1043;10;6;176016
457;560;10;3;25230
453;1848;5;5;17849
452;964;14;4;152474
452;1601;14;8;700534
452;588;14;4;149464
452;757;14;3;73171
452;1146;14;6;409535
452;1784;14;5;267739
452;1878;14;7;544878
452;1298;14;4;156336
452;1723;14;5;265776
450;1700;10;3;28747
450;1070;10;6;176789
450;1139;10;4;63135
450;1009;10;7;258496
450;833;10;11;682199
449;1985;14;5;270601
449;1641;14;6;416111
449;518;14;4;149312
449;1818;14;5;268328
449;870;14;5;257246
449;872;14;5;257313
449;878;14;6;404679
449;1058;14;11;1229007
449;1176;14;5;260877
449;1820;14;4;163216
447;1891;7;5;47622
447;1933;7;5;47900
447;490;7;11;324957
446;1343;13;2;20180
446;1649;13;5;224976
446;973;13;4;125803
446;573;13;4;123226
446;1674;13;2;20398
446;1544;13;3;58477
446;1245;13;5;221314
446;1306;13;5;221632
446;1020;13;3;57719
442;1130;10;2;4244
442;1122;10;3;26049
442;478;10;4;58747
442;1355;10;4;65614
442;614;10;8;347495
441;841;14;3;73231
441;1733;14;4;162339
441;1153;14;2;22431
441;734;14;4;150541
441;553;14;7;540039
441;1133;14;6;409287
441;1497;14;4;159804
441;1161;14;4;153289
441;1643;14;3;79419
438;1794;8;5;70554
438;1848;8;5;71059
438;1627;8;5;68119
436;1845;12;4;112741
436;1347;12;3;52226
436;914;12;6;278619
436;898;12;5;173691
436;828;12;7;403945
436;1942;12;5;190887
436;1038;12;4;103441
435;1878;6;7;80943
433;1822;6;4;14798
432;1891;13;5;226133
432;1410;13;8;603875
432;1143;13;4;127271
432;1002;13;4;126022
432;999;13;5;220200
432;1393;13;1;969
432;1042;13;4;126411
432;1109;13;3;57794
431;1362;9;3;21310
431;1118;9;6;133185
431;827;9;4;50198
431;1249;9;4;51962
430;1954;12;5;191103
430;1868;12;5;188774
430;1167;12;5;178374
430;1559;12;4;109048
430;1429;12;5;182315
430;731;12;3;49740
430;1802;12;2;14605
430;1618;12;5;185100
429;1954;24;5;802266
429;1914;24;5;798603
429;1837;24;4;536696
429;1813;24;4;536604
429;1619;24;2;110339
429;1306;24;5;772563
429;1302;24;5;772182
429;1186;24;5;769143
429;1878;24;7;1432287
429;760;24;4;517879
429;472;24;4;513262
429;1101;24;1;10816
429;492;24;3;272985
429;817;24;7;1414440
429;536;24;4;516001
429;1641;24;6;1105114
429;887;24;4;518840
429;854;24;3;276963
429;941;24;5;761981
428;1588;13;6;336398
428;823;13;3;57657
428;1571;13;5;223633
428;518;13;4;122725
428;505;13;18;2474604
428;1520;13;5;223592
428;512;13;11;1053444
428;1106;13;5;221069
427;1789;8;5;70408
427;808;8;5;60963
427;1389;8;3;11935
426;1940;15;5;306650
426;1735;15;5;303812
426;1629;15;3;96487
426;974;15;5;295049
426;885;15;4;173621
426;927;15;3;92716
426;1536;15;3;96074
426;538;15;9;948044
426;1385;15;6;470083
426;1711;15;4;186330
424;1896;26;4;606316
424;1729;26;4;605904
424;1263;26;6;1272821
424;1246;26;3;333115
424;1170;26;3;332751
424;1105;26;6;1270424
424;1997;26;5;913408
424;1011;26;7;1682182
424;635;26;5;906004
424;513;26;7;1680848
424;1458;26;4;603947
424;617;26;5;903734
424;657;26;4;600768
424;941;26;5;909437
424;448;26;4;599576
424;442;26;10;3009736
424;1126;26;9;2497267
424;894;26;4;602253
424;1394;26;3;334868
424;1046;26;7;1682434
424;901;26;5;909215
423;1597;9;4;54480
423;1540;9;4;54318
423;897;9;7;195215
423;839;9;5;92565
423;1166;9;6;133607
421;1248;9;7;197143
421;610;9;3;20462
421;885;9;4;50255
421;599;9;4;49315
419;1891;10;5;119602
419;693;10;5;115902
419;647;10;7;251647
419;653;10;10;565303
419;977;10;2;4194
418;1983;7;5;48972
418;1881;7;5;47620
418;506;7;17;734271
417;1987;5;5;19276
415;1118;6;6;50869
414;1345;9;4;52178
414;424;9;26;2474261
414;1206;9;5;94026
414;1590;9;3;21576
414;1270;9;7;197826
412;1574;16;4;212274
412;1280;16;4;209850
412;1222;16;7;698827
412;790;16;4;203718
412;815;16;3;102383
412;723;16;3;100799
412;1074;16;4;206411
412;746;16;4;203665
412;850;16;3;102397
412;910;16;3;102786
412;1017;16;4;206386
411;1667;11;3;40978
411;1520;11;5;141283
411;1190;11;4;84532
411;554;11;29;4179830
411;1604;11;6;235174
411;1181;11;4;84498
409;764;6;4;10547
406;1759;8;5;70096
406;1502;8;2;2819
406;1413;8;3;12054
405;1752;7;4;24448
405;1715;7;6;79764
405;1861;7;5;47247
404;1266;13;3;58141
404;953;13;3;57681
404;1454;13;3;58473
404;830;13;5;218358
404;633;13;10;905648
404;1836;13;4;129421
404;1470;13;5;223048
404;794;13;3;57585
404;1892;13;3;58710
402;1876;20;4;385131
402;1582;20;3;184814
402;1858;20;5;579995
402;1626;20;4;377577
402;1394;20;3;181121
402;478;20;4;342949
402;1650;20;2;68443
402;1331;20;3;179739
402;606;20;4;346895
402;675;20;4;348867
402;805;20;12;2612330
402;870;20;5;569262
402;593;20;8;1299992
402;622;20;5;563159
402;1289;20;6;772002
401;1339;10;5;117760
401;1193;10;3;26228
401;549;10;3;25175
401;1994;10;6;191520
401;1890;10;6;189134
401;639;10;3;25325
398;1942;16;5;386404
398;1866;16;4;216074
398;1578;16;4;212824
398;1060;16;3;103971
398;549;16;3;100414
398;551;16;2;34223
398;707;16;4;203022
398;617;16;5;347574
398;914;16;6;520983
398;1000;16;4;206377
398;1120;16;4;207393
397;1637;19;4;323825
397;1625;19;5;505439
397;1453;19;4;321205
397;1789;19;5;507560
397;1587;19;4;323167
397;543;19;6;703188
397;1775;19;5;506579
397;526;19;6;702830
397;408;19;5;495565
397;440;19;3;164282
397;856;19;9;1461292
397;928;19;5;499415
397;464;19;5;496617
397;580;19;4;308475
395;1500;12;5;182794
395;1352;12;5;179797
395;868;12;5;173621
395;1052;12;6;282058
395;779;12;4;101713
395;1896;12;4;113948
395;925;12;6;279549
394;775;6;10;171602
394;528;6;5;25003
390;1963;9;5;98605
390;1948;9;5;98176
390;686;9;5;91155
390;1436;9;4;53109
389;1337;10;4;65570
389;685;10;3;25543
389;811;10;5;116408
389;1228;10;4;63453
389;747;10;6;171223
388;1947;15;5;306679
388;1721;15;4;186771
388;683;15;4;170880
388;1362;15;3;94786
388;1492;15;4;182757
388;539;15;10;1153627
388;679;15;4;170730
388;1654;15;4;185477
388;1241;15;4;179502
388;1589;15;3;96318
388;1328;15;5;299229
385;1770;14;3;80714
385;1697;14;6;418170
385;1230;14;4;155778
385;468;14;11;1222026
385;598;14;4;149522
385;698;14;6;401213
385;1500;14;5;264582
385;1171;14;3;74784
385;1635;14;4;160570
384;1978;17;5;430785
384;1967;17;5;430561
384;1906;17;5;429667
384;1815;17;5;428914
384;421;17;9;1214986
384;769;17;4;238985
384;828;17;7;734349
384;857;17;2;42259
384;1390;17;4;242284
384;846;17;5;421803
384;1049;17;8;996079
384;1716;17;5;426724
383;1324;10;5;117752
383;602;10;4;59033
383;1039;10;5;117376
383;906;10;4;61775
383;737;10;4;60831
382;1971;13;5;226903
382;1728;13;6;337622
382;1606;13;3;58583
382;621;13;4;124044
382;432;13;13;1436647
382;1096;13;4;127157
382;576;13;6;329504
382;707;13;4;124533
381;1851;9;5;97668
381;1823;9;4;56145
381;718;9;4;49497
381;585;9;16;1064939
381;452;9;14;863339
380;1483;11;3;40831
380;506;11;17;1731663
380;1785;11;4;89034
380;706;11;4;81318
380;1116;11;6;231571
380;1864;11;4;89988
379;627;7;10;251438
379;1750;7;4;24305
379;1490;7;5;44389
378;727;6;8;100885
378;654;6;10;170486
377;1545;15;5;301060
377;1718;15;5;303146
377;986;15;3;92987
377;1350;15;3;94477
377;1376;15;3;94818
377;1010;15;2;25818
377;1095;15;4;177284
377;1037;15;7;620134
377;1123;15;7;620691
377;1430;15;3;94953
376;1200;10;7;260983
376;1387;10;4;65695
376;594;10;7;250704
376;1171;10;3;26152
376;1132;10;4;63107
376;1826;10;5;119434
375;1707;11;4;88853
375;1400;11;4;86172
375;1167;11;5;138831
375;479;11;4;81087
375;1391;11;3;40816
375;1197;11;4;84541
374;725;5;8;59961
372;1980;22;5;690722
372;1571;22;5;687668
372;1837;22;4;447255
372;1753;22;3;235915
372;1289;22;6;929441
372;1916;22;5;688648
372;1365;22;3;233483
372;495;22;6;918758
372;1676;22;2;88072
372;1415;22;4;443596
372;516;22;4;434736
372;711;22;10;2239764
372;801;22;5;680502
372;569;22;5;678035
372;717;22;5;679747
372;874;22;8;1558448
372;1008;22;4;438322
370;1428;10;4;66103
370;1079;10;8;361838
370;1037;10;7;258967
370;446;10;13;899593
370;573;10;4;58789
369;1883;5;5;18032
368;1407;9;4;52891
368;1003;9;5;93207
368;869;9;6;132190
368;1369;9;4;52291
366;627;5;10;115583
363;1908;20;5;582963
363;1630;20;7;1036412
363;1613;20;4;376458
363;1451;20;5;575126
363;1258;20;5;571754
363;981;20;4;358658
363;467;20;4;342860
363;1687;20;4;379537
363;863;20;7;1019148
363;1813;20;4;382482
363;595;20;4;346068
363;489;20;15;3835773
363;735;20;2;60761
363;577;20;4;345241
363;925;20;6;761668
360;1852;8;5;71138
360;1516;8;4;37925
360;1398;8;4;37784
359;1422;11;4;86278
359;1104;11;3;39789
359;832;11;5;136994
359;1317;11;3;40682
359;524;11;6;228029
359;873;11;4;81777
358;796;5;11;136402
357;784;9;4;49954
357;1651;9;5;96907
357;481;9;4;48992
357;1279;9;3;21214
356;766;7;2;1089
356;1971;7;5;48793
355;1142;7;4;22324
355;1855;7;4;24529
354;610;7;3;8218
354;1295;7;4;22745
353;1585;5;4;5027
352;557;14;5;250444
352;1945;14;5;270226
352;532;14;3;72555
352;548;14;8;695290
352;1627;14;5;265159
352;732;14;4;150328
352;1176;14;5;260780
352;1288;14;3;76585
352;1333;14;7;544318
351;1926;12;4;114242
351;1133;12;6;283609
351;1624;12;3;54773
351;636;12;5;170481
351;517;12;3;49093
351;1092;12;3;50762
351;1732;12;3;55749
350;1038;8;4;35238
350;1274;8;2;2624
350;1485;8;5;67001
348;504;9;4;49024
348;1768;9;4;56027
348;1651;9;5;96666
348;732;9;4;49798
347;1847;11;4;89044
347;1401;11;4;86230
347;1224;11;3;40004
347;618;11;6;229078
347;1256;11;4;85255
347;897;11;7;326198
346;1429;7;5;44272
346;1855;7;4;24468
346;1270;7;7;114481
345;1564;20;4;374352
345;1243;20;4;365813
345;1489;20;5;575717
345;880;20;6;759344
345;457;20;10;1908949
345;1006;20;4;358957
345;612;20;6;750328
345;401;20;10;1907830
345;405;20;7;1008652
345;492;20;3;169436
345;1832;20;4;382505
345;498;20;3;169779
345;523;20;4;344965
345;1336;20;4;367213
345;611;20;7;1014944
343;928;8;5;61838
343;428;8;13;598766
343;366;8;5;58745
343;529;8;3;10181
341;1939;6;5;32497
340;1763;5;5;17368
339;1512;12;5;183417
339;630;12;9;651271
339;1879;12;6;289745
339;1398;12;4;107591
339;345;12;20;2579970
339;807;12;11;923035
339;781;12;2;10552
339;933;12;5;174510
335;1792;6;5;29715
333;1490;18;5;470334
333;1265;18;3;133791
333;1441;18;4;286134
333;1547;18;4;287323
333;1126;18;9;1332401
333;683;18;4;275109
333;587;18;4;274087
333;860;18;4;277183
333;609;18;4;274381
333;797;18;3;131791
333;1864;18;4;289496
333;1226;18;3;133682
333;864;18;6;656718
332;1789;6;5;29706
332;1615;6;4;13100
331;1610;13;3;58642
331;1611;13;5;224888
331;909;13;5;219736
331;1048;13;4;126519
331;801;13;5;217728
331;754;13;4;124881
331;516;13;4;122603
331;811;13;5;217747
331;499;13;4;122508
330;1576;10;5;118798
330;1563;10;5;118784
330;1205;10;3;26307
330;948;10;4;62340
330;482;10;14;1009175
330;728;10;2;4027
330;761;10;4;60878
329;1138;13;7;479900
329;951;13;4;125690
329;580;13;4;123716
329;411;13;11;1051368
329;421;13;9;730271
329;395;13;12;1255232
329;1657;13;6;336788
329;960;13;4;125724
326;1896;7;4;24599
326;1929;7;5;47871
325;1709;16;3;111859
325;629;16;10;1301862
325;1019;16;2;35117
325;1543;16;5;372660
325;1253;16;2;37029
325;1803;16;3;112737
325;382;16;13;2019922
325;469;16;3;100324
325;703;16;10;1307856
325;471;16;7;693709
325;605;16;9;1068872
324;1233;13;5;221257
324;1163;13;11;1054707
324;1062;13;5;220424
324;1024;13;4;126317
324;1421;13;5;222737
324;992;13;6;332348
324;1260;13;4;127840
324;1354;13;4;128038
323;1897;7;4;24680
323;1726;7;5;45906
322;1004;5;5;17132
320;1684;6;6;55192
320;1471;6;5;27833
318;1919;21;6;884525
318;1827;21;4;420839
318;1479;21;4;412721
318;1297;21;4;412293
318;1191;21;5;621659
318;1038;21;4;407226
318;1817;21;4;420335
318;1815;21;5;639085
318;800;21;5;614602
318;896;21;2;73532
318;1026;21;6;873989
318;455;21;4;398197
318;439;21;5;608811
318;1697;21;6;883411
318;682;21;4;401033
318;721;21;4;401874
317;1359;11;6;233107
317;1278;11;3;40438
317;742;11;4;81641
317;403;11;4;81073
317;848;11;10;683285
317;1713;11;5;142048
316;1769;9;5;97291
316;958;9;4;50472
316;1134;9;4;50904
316;1525;9;3;21492
314;1417;10;4;65936
314;783;10;11;680077
314;646;10;5;115584
314;605;10;9;453442
314;1630;10;7;265509
313;1994;23;6;1006776
313;1820;23;4;485780
313;1664;23;3;249380
313;842;23;4;482049
313;1558;23;2;99564
313;775;23;10;2413896
313;1692;23;2;99622
313;329;23;13;3806116
313;1305;23;5;715961
313;339;23;12;3291627
313;391;23;4;480303
313;534;23;5;712511
313;1544;23;3;249080
313;384;23;17;6377738
313;1807;23;4;485704
313;473;23;11;2901963
313;622;23;5;712834
313;640;23;4;481976
311;1726;6;5;28950
309;1958;6;4;16666
308;1608;19;3;167905
308;1347;19;3;167460
308;1322;19;4;318648
308;752;19;4;310493
308;1586;19;3;167895
308;1557;19;4;322292
308;412;19;16;3893090
308;1114;19;4;317014
308;601;19;9;1458605
308;434;19;3;163878
308;666;19;3;165802
308;1292;19;4;318509
308;509;19;3;164684
308;1002;19;4;314433
307;1455;11;4;86494
307;1244;11;4;84972
307;894;11;4;82383
307;778;11;3;39629
307;487;11;19;2026358
307;717;11;5;136174
306;924;13;4;125455
306;1008;13;4;126276
306;657;13;4;124209
306;644;13;12;1264600
306;659;13;4;124219
306;373;13;4;122438
306;1715;13;6;336909
306;506;13;17;2310652
305;1684;7;6;79511
305;732;7;4;22058
304;1573;20;3;184631
304;1198;20;4;363835
304;1195;20;6;770120
304;1588;20;6;780585
304;1269;20;7;1029327
304;631;20;6;753005
304;1683;20;4;378689
304;436;20;12;2588297
304;634;20;8;1302965
304;1576;20;5;576133
304;793;20;3;172111
304;353;20;5;557995
304;490;20;11;2222852
304;772;20;10;1913165
304;1032;20;4;360052
303;663;4;11;81092
302;1302;9;5;94230
302;773;9;5;91874
302;723;9;3;20530
302;557;9;5;90399
301;1737;11;4;89019
301;1106;11;5;138268
301;1051;11;6;231216
301;634;11;8;437547
301;1898;11;2;10062
301;1762;11;6;236352
301;449;11;14;1221296
