Source;Target;DegreeSource;Degreetarget;Capacities
16401;17143;8;6;43235116
16401;16420;8;6;87086082
16398;17340;8;6;61851
16398;16773;8;6;19445
16395;17352;7;6;1007869
16388;17268;8;6;640565
16388;17267;8;6;180134
16386;16402;7;6;249371
16381;17074;6;6;127911
16378;16590;8;6;6731
16378;17352;8;6;555431
16376;17641;7;6;21646971
16375;17306;6;6;17000479
16374;17216;10;6;34749188
16374;17080;10;6;18056532
16374;16829;10;6;3496506
16374;16519;10;6;285812
16373;17410;7;6;1646
16373;17429;7;6;570467
16369;17302;6;6;2254335
16367;16391;6;6;4981358
16361;17357;7;6;9039401
16359;16706;7;6;1635265
16338;17027;8;6;41942779
16338;16913;8;5;234870
16337;16999;8;7;355253
16337;17528;8;5;43316102
16318;17118;6;5;2513693
16305;17347;10;6;1392576
16305;16517;10;6;144561325
16305;16348;10;6;3511149
16305;17650;10;6;4143
16290;17062;8;6;2148980
16290;16475;8;6;49132
16278;17337;7;6;239262
16277;17714;7;6;1528431
16277;17475;7;6;4478918
16276;17140;7;6;10089490
16270;16982;7;6;574144
16268;17305;7;6;947183
16257;16339;9;6;938346
16257;16311;9;6;316153
16257;17519;9;6;3922646
16249;17617;7;6;262434
16244;17240;10;6;186407
16244;16869;10;6;185268
16244;16752;10;6;31679921
16244;16653;10;6;151100
16237;17217;8;6;121003
16237;16403;8;6;3034114
16233;16529;9;5;22243062
16233;16907;9;6;3621540
16233;16504;9;6;5292117
16221;17657;7;6;1872463
16216;16237;7;8;846302
16215;16500;7;6;1870717
16193;17013;7;6;34925
16186;16350;9;6;1097942
16186;16269;9;5;7725561
16186;17462;9;6;2453077
16183;17621;15;6;1877990
16183;17618;15;6;24699700
16183;17222;15;6;125716
16183;16348;15;6;1164672
16183;16738;15;6;11385420
16183;16462;15;6;5070943
16183;16895;15;6;58701
16183;17366;15;6;54632050
16183;17556;15;6;1245833
16178;16787;7;6;2293024
16174;16206;7;6;1332481
16173;16225;8;6;402124
16173;16631;8;6;3456967
16172;17632;7;6;4258481
16170;16570;7;8;1993435
16166;17150;7;6;6130156
16163;17315;7;6;147996
16155;17075;7;6;113586
16154;17048;7;6;23746134
16149;17157;11;6;151839
16149;16271;11;6;38581617
16149;17057;11;6;7955986
16149;16916;11;6;573638
16149;16214;11;6;6292067
16142;17096;6;5;623308
16141;17420;9;6;4822698
16141;16873;9;6;21352491
16141;16207;9;6;4357313
16139;16478;7;6;10863467
16137;17212;6;6;1710218
16136;16386;8;7;11712562
16136;17066;8;6;3309469
16135;17454;7;5;1071662
16134;16286;7;6;87492
16118;16226;5;6;565772
16115;17048;7;6;500292
16112;17435;8;6;8124700
16112;17320;8;6;17095
16101;17630;7;6;85954553
16099;16983;7;6;3826698
16096;17191;7;5;1206973
16074;16126;7;6;1921990
16065;16627;7;6;249830
16063;17344;7;6;1166199
16062;17721;8;6;860204
16062;17710;8;6;1016682
16057;17698;6;7;973440
16056;16761;7;6;526271
16046;16142;6;6;447694
16043;16558;6;5;2340972
16031;17276;8;6;1499412
16031;16191;8;6;4103364
16023;17327;7;6;1273180
16022;17031;7;6;1474985
16016;16927;7;6;259731
16010;16771;8;6;693034
16010;16690;8;6;113936
16000;17520;7;6;54952
15993;16835;8;7;3005
15993;16146;8;4;1157073
15992;16951;7;6;289576
15992;16507;7;6;132845
15989;16564;7;6;1696994
15971;16377;7;6;1808116
15947;17747;7;6;67331
15946;16275;7;5;993210
15939;16166;6;7;67962878
15939;15964;6;6;34567473
15937;16296;7;6;15094521
15936;16795;7;6;9687422
15934;17086;7;6;11300722
15928;17211;7;5;38761
15924;15949;6;6;17461889
15917;17713;17;6;211242
15917;17026;17;6;1421703
15917;15927;17;6;582841
15917;16200;17;6;25864940
15917;16218;17;6;54171197
15917;16443;17;7;170789894
15917;16846;17;6;3882806
15917;16567;17;6;49178937
15917;16926;17;6;954314
15917;17193;17;6;17662014
15917;16961;17;7;83475
15903;16377;7;6;6800179
15900;15905;7;6;376810
15892;17142;11;6;1648931
15892;16347;11;6;3231906
15892;16052;11;5;1892463
15892;16735;11;7;1498710
15892;17120;11;6;69363646
15876;16648;7;13;57949
15875;17454;7;5;7749396
15871;17320;7;6;2088321
15869;15890;7;6;1791673
15860;17147;7;6;648456
15854;16166;7;7;352792
15853;17522;7;6;6548349
15851;16396;9;6;48701395
15851;16102;9;5;1534708
15851;17756;9;6;10985295
15849;17419;7;6;74140
15848;16971;5;6;4483901
15844;16157;8;6;141593
15844;17325;8;6;23822740
15840;16283;6;6;29078176
15833;16652;6;6;52673294
15832;17311;7;6;11881
15816;16216;6;7;2603309
15815;16301;7;6;1888822
15815;16909;7;6;69954
15813;17619;6;6;956144
15811;16011;8;5;55496
15811;16619;8;6;368621
15808;17362;7;6;78077074
15805;16664;7;6;779244
15798;17425;7;6;8490697
15797;17149;7;6;203966
15786;16223;6;6;574345
15782;17286;8;7;90587883
15782;16365;8;6;2809161
15774;16610;6;6;30692
15769;17272;10;6;1729304
15769;17166;10;6;2113815
15769;16812;10;6;1193150
15769;16764;10;6;195303
15763;16835;7;7;17581241
15760;16541;8;6;150470
15760;16446;8;7;672132
15731;16952;7;5;26431751
15726;17628;11;6;7139526
15726;16597;11;6;8082719
15726;16384;11;6;14377612
15726;16226;11;6;3333241
15726;15731;11;7;207821
15721;17588;16;6;6107264
15721;17371;16;6;22935218
15721;16907;16;6;43972426
15721;16603;16;6;227541
15721;16081;16;6;16752
15721;15948;16;6;82798
15721;17108;16;6;252164
15721;16170;16;7;728768
15721;16274;16;6;2114439
15720;17277;6;6;382402
15718;16875;8;6;104859
15718;16105;8;6;3104027
15714;16493;7;6;518649
15714;16220;7;6;14611455
15707;16611;7;6;1089955
15706;16498;8;6;47051514
15706;16266;8;6;14404704
15705;15954;7;6;156113
15698;16930;7;6;12380
15692;17224;7;6;21732566
15685;17660;7;6;1621010
15684;16370;6;6;1751970
15677;17192;8;6;23558222
15677;16832;8;7;304122
15669;16254;7;6;293867
15668;16919;7;6;97153
15656;16406;7;6;61609597
15654;16703;7;6;1307590
15653;17625;12;6;438838
15653;17682;12;6;983990
15653;17396;12;6;34541
15653;15732;12;6;527425
15653;17020;12;6;1872587
15653;16136;12;8;1930561
15651;17258;10;6;649922
15651;16659;10;6;2084553
15651;16096;10;7;42968118
15651;17573;10;6;926602
15645;16135;8;7;180418
15645;16725;8;6;3496428
15640;17324;6;6;3691115
15636;17710;7;6;12017
15635;15895;6;6;11108
15620;15660;6;6;118912
15617;17435;10;6;864168
15617;17422;10;5;219698
15617;17245;10;5;5991788
15617;15884;10;6;9333149
15593;15715;7;6;306355
15588;15990;7;6;5915788
15583;16499;7;6;944302
15581;16481;7;6;14064504
15580;17689;6;6;239343
15579;16144;7;6;91367
15577;15890;7;6;498944
15566;17264;8;6;354139
15566;16790;8;6;9556114
15565;16020;7;6;92674
15554;16222;8;6;1660211
15554;15717;8;6;1227635
15545;17498;6;6;1720781
15543;17674;29;6;542998
15543;17330;29;6;373157
15543;17178;29;5;706880
15543;16945;29;6;971659
15543;17108;29;6;1357272
15543;16905;29;6;146960
15543;16818;29;7;32772320
15543;16787;29;6;211212
15543;16657;29;6;4422128
15543;16448;29;5;23895600
15543;16371;29;6;3556455
15543;16608;29;6;113242
15543;16347;29;6;23018158
15543;17335;29;7;153963
15543;17221;29;6;2086206
15543;17535;29;6;49915991
15543;15749;29;6;353515
15543;15867;29;6;290578
15543;16140;29;6;1842836
15543;16218;29;6;723318
15543;15976;29;6;1006069
15543;16089;29;6;13362082
15543;16241;29;6;165949
15539;17072;7;6;23460516
15535;15885;7;6;777806
15534;16315;6;6;8158344
15533;16189;7;6;13978339
15524;16287;6;6;26411283
15520;17117;6;6;263965
15517;17474;12;6;1707766
15517;15967;12;6;147123
15517;15536;12;5;2137275
15517;17737;12;6;625544
15517;17172;12;7;815178
15517;16883;12;6;469318
15515;17274;8;6;15454952
15515;16021;8;6;83920
15512;16623;7;6;5684154
15511;15781;9;6;2468187
15511;16649;9;6;7510015
15511;15661;9;5;324300
15503;15597;6;6;162398
15486;16687;8;6;493456
15486;15977;8;6;4219
15486;15672;8;6;1022585
15484;17590;7;6;372498
15476;17233;6;6;99623874
15472;17637;7;6;804702
15463;17141;7;8;40076685
15455;16909;13;6;1775675
15455;16218;13;6;2471691
15455;16722;13;6;123692
15455;16501;13;6;3656095
15455;15851;13;9;14062517
15455;15632;13;6;1024491
15455;16359;13;7;9515
15450;16032;7;5;1366031
15449;17749;9;6;226600
15449;17255;9;5;6868168
15449;17170;9;6;424248
15446;15534;7;6;3193527
15424;16369;7;6;8114
15411;16122;7;5;3078383
15406;17403;7;6;331536
15403;16682;7;6;771148
15399;17207;8;5;1737353
15399;16974;8;5;177203
15396;17354;8;8;6245586
15396;17238;8;6;37996892
15394;15543;7;29;5526893
15393;15430;7;6;3125117
15392;15613;8;6;3120006
15392;15529;8;6;1543925
15392;15668;8;7;4834263
15391;15442;6;6;270872
15390;15878;7;6;247928
15382;17455;6;6;38910
15371;16225;7;6;98028
15370;15624;6;6;2651781
15369;17333;7;5;643068
15367;16742;7;6;912829
15362;17745;7;6;1390524
15361;15763;7;7;4287058
15355;16758;11;6;96034322
15355;17203;11;6;28965551
15355;16813;11;6;9372417
15355;16631;11;6;15449394
15355;15600;11;6;5242
15350;15496;7;6;16233
15346;16792;6;6;271099
15343;17029;13;8;600893
15343;16756;13;6;30352
15343;16703;13;6;2049000
15343;16473;13;6;23959
15343;15816;13;6;383773
15343;16497;13;6;2321379
15343;17416;13;6;232881
15339;15733;8;6;252453
15339;16967;8;6;10443471
15335;17584;14;6;269550
15335;17401;14;6;61519563
15335;17327;14;6;1193812
15335;16992;14;6;23466849
15335;16962;14;5;1328861
15335;16672;14;7;12406402
15335;16749;14;6;2769060
15335;16671;14;6;2079578
15329;16643;7;6;386483
15319;16392;8;6;21130
15319;16787;8;6;417633
15318;16310;8;6;31150
15318;16028;8;6;877465
15310;16065;7;7;2111084
15307;16135;7;7;253497
15306;16321;7;5;7218
15305;16733;7;5;623802
15297;16360;9;5;285347
15297;16263;9;6;2835651
15297;15753;9;6;370915
15293;16901;6;6;4812230
15292;15846;7;5;1319427
15288;15611;8;6;4515484
15288;16061;8;6;5008570
15286;17123;8;6;1688772
15286;16394;8;6;7508773
15285;16600;7;6;231044
15283;17312;19;6;151461537
15283;17700;19;6;1472216
15283;16946;19;6;30648208
15283;15823;19;5;1329972
15283;17743;19;6;115913
15283;15406;19;7;1051877
15283;16823;19;6;2029556
15283;15944;19;6;1771156
15283;16435;19;6;9097
15283;17466;19;6;53381269
15283;16509;19;7;213768
15283;16886;19;6;14327576
15283;16842;19;5;877169
15274;17255;6;5;153351
15273;17100;7;6;310577
15272;16610;6;6;705276
15268;17676;7;6;9755442
15266;17138;7;6;5484746
15248;16670;7;5;965233
15247;15296;6;6;64225
15243;17116;11;6;8483596
15243;16484;11;4;14626981
15243;16866;11;6;59786839
15243;16424;11;6;66642
15243;15510;11;6;1605665
15242;16212;7;5;1192504
15239;16285;7;6;5018163
15239;15404;7;6;238773
15239;15783;7;5;14923174
15233;16374;6;10;229675
15229;17032;8;6;81069
15229;15940;8;6;1109829
15228;16110;7;6;56481
15222;16550;6;6;2336891
15216;17132;7;6;4812704
15215;17755;595;6;2192783
15215;17748;595;6;124002920
15215;17740;595;6;409183
15215;15260;595;6;2798469
15215;16322;595;6;9445732
15215;17404;595;5;9093444
15215;16307;595;5;9709969
15215;16296;595;6;45475799
15215;16294;595;6;5249278
15215;16255;595;6;8065017
15215;15714;595;7;9901992
15215;16238;595;6;8847962
15215;16229;595;6;3067717
15215;16770;595;6;42315024
15215;16211;595;6;182669
15215;16196;595;6;25881457
15215;16184;595;6;126388
15215;16182;595;6;3809606
15215;16723;595;5;406609
15215;17278;595;6;2379467
15215;16169;595;6;14392006
15215;16710;595;6;36858
15215;17251;595;6;54624
15215;16167;595;6;30906490
15215;16160;595;6;1644588
15215;15619;595;6;471755
15215;16143;595;6;49429260
15215;16139;595;7;37877432
15215;17201;595;6;57280
15215;16104;595;6;769786
15215;17754;595;6;1074257
15215;16645;595;5;16088359
15215;16103;595;6;1715438
15215;15562;595;6;39092348
15215;17169;595;6;54648755
15215;17710;595;6;13645113
15215;16080;595;6;2473635
15215;16621;595;6;5383720
15215;17703;595;6;145257
15215;16079;595;6;54629
15215;16326;595;6;26483
15215;16867;595;5;2592087
15215;16069;595;6;3170451
15215;16610;595;6;19711
15215;17151;595;6;1605485
15215;16067;595;6;13105744
15215;16608;595;6;12776685
15215;16312;595;6;3632085
15215;15771;595;6;30391892
15215;16024;595;6;12434111
15215;16547;595;6;112770
15215;16001;595;3;319898
15215;15994;595;6;1781019
15215;15968;595;6;6660627
15215;17076;595;5;82552570
15215;15967;595;6;10957972
15215;15961;595;5;4912892
15215;15420;595;6;73242887
15215;17043;595;7;729148
15215;15957;595;6;6576231
15215;15416;595;6;47530763
15215;15949;595;6;85856301
15215;16202;595;6;2450834
15215;15945;595;6;1645839
15215;16486;595;6;2578973
15215;15401;595;6;4461162
15215;15940;595;6;30483
15215;17022;595;6;214014
15215;17563;595;6;74186
15215;15933;595;6;6031052
15215;15926;595;6;243685
15215;15924;595;6;14777830
15215;15911;595;6;21594935
15215;16159;595;6;8232
15215;16149;595;11;1636412
15215;15892;595;11;12230483
15215;16974;595;5;7751331
15215;15889;595;6;632836
15215;15888;595;5;2521812
15215;15880;595;6;1604258
15215;16421;595;6;55926
15215;15875;595;7;5626244
15215;15871;595;7;6669201
15215;15869;595;7;8628754
15215;15866;595;6;2262
15215;15856;595;6;12181959
15215;17479;595;6;1902136
15215;15848;595;5;41773
15215;15302;595;6;2427646
15215;16948;595;6;453844
15215;15839;595;6;421227
15215;16921;595;6;1372105
15215;16095;595;6;9588079
15215;15838;595;4;3526399
15215;15836;595;6;1427249
15215;16916;595;6;3300647
15215;15831;595;6;135616
15215;16328;595;6;576424
15215;15246;595;6;845259
15215;15814;595;6;122527471
15215;17177;595;6;7170439
15215;16068;595;6;511511
15215;17745;595;6;212388
15215;15527;595;6;12942294
15215;15811;595;8;13887157
15215;16309;595;5;954098
15215;15768;595;6;226482
15215;17391;595;6;1211205
15215;15795;595;5;248468
15215;15778;595;6;21885647
15215;17401;595;6;3771895
15215;15769;595;10;643520260
15215;15857;595;6;327050
15215;17480;595;6;14377173
15215;15600;595;6;8979227
15215;15727;595;6;999920
15215;16268;595;7;1755214
15215;15451;595;5;701333
15215;15705;595;7;16575862
15215;17264;595;6;203720
15215;16155;595;7;79880873
15215;16466;595;6;471696
15215;15511;595;9;723557
15215;17702;595;6;60383
15215;16593;595;6;90549494
15215;15638;595;5;214142
15215;17261;595;6;361507969
15215;15382;595;6;92063
15215;16464;595;6;1458117
15215;17005;595;6;608346
15215;15636;595;7;41199566
15215;16718;595;6;1397005
15215;16150;595;6;74441
15215;17259;595;6;12722
15215;15946;595;7;42517805
15215;15432;595;5;921190
15215;15754;595;5;84701
15215;15359;595;6;262642
15215;15868;595;6;36795717
15215;15327;595;6;168880
15215;17572;595;6;14100
15215;15354;595;6;955599
15215;15429;595;6;983486
15215;17052;595;6;791814
15215;15789;595;6;38956394
15215;17412;595;6;1643527
15215;15559;595;6;463192
15215;16280;595;6;44321638
15215;15252;595;6;1148266
15215;15475;595;6;451240
15215;17098;595;6;258322
15215;16249;595;7;37315
15215;15762;595;6;2865696
15215;16844;595;7;474353
15215;15289;595;6;127825648
15215;16882;595;6;7493274
15215;17423;595;6;2112540
15215;17761;595;6;405500
15215;15543;595;29;1151136
15215;16010;595;8;170499989
15215;16253;595;6;282523
15215;15712;595;6;2343276
15215;15482;595;6;2151682
15215;17646;595;6;16675481
15215;15878;595;6;1967614
15215;16960;595;6;37590281
15215;15364;595;6;10475
15215;15991;595;6;33708
15215;17073;595;6;11710103
15215;17614;595;6;109243838
15215;15220;595;5;1067289
15215;16223;595;6;966827
15215;15966;595;6;693237
15215;16191;595;6;462332
15215;17120;595;6;3677940
15215;15594;595;6;1015358
15215;16172;595;7;231296305
15215;17254;595;6;104401
15215;15915;595;6;93788
15215;16456;595;7;355371728
15215;15658;595;6;151268
15215;16287;595;6;206060
15215;17734;595;6;1497450
15215;15516;595;6;937721
15215;17139;595;6;2516745
15215;17393;595;6;57468
15215;15256;595;6;22341852
15215;15770;595;6;22829888
15215;16879;595;6;1821974
15215;17420;595;6;1876211
15215;15637;595;5;4160347
15215;16056;595;7;1543371
15215;15285;595;7;38328769
15215;15258;595;6;483168
15215;16367;595;6;145770
15215;15799;595;6;1143001
15215;16908;595;6;6456406
15215;15666;595;6;21013672
15215;16748;595;6;24616759
15215;17289;595;6;226063
15215;16308;595;6;276381
15215;17390;595;6;72812661
15215;15794;595;6;1593532
15215;15280;595;6;198793
15215;15791;595;6;30797888
15215;15534;595;6;14015075
15215;17138;595;6;11549683
15215;16029;595;6;40411199
15215;15901;595;5;457409
15215;16442;595;5;1739914
15215;16983;595;6;3484168
15215;15387;595;5;214133
15215;17149;595;6;5857291
15215;16040;595;6;18354903
15215;17663;595;6;4129
15215;15269;595;6;21413056
15215;16351;595;6;30864317
15215;15386;595;5;11852575
15215;16098;595;6;2794311
15215;17721;595;6;4672692
15215;15272;595;6;58434
15215;16354;595;5;8063
15215;16261;595;6;273193
15215;17343;595;6;5362365
15215;16342;595;6;14945267
15215;15233;595;6;5715910
15215;16856;595;5;87277
15215;15321;595;6;6172401
15215;16944;595;5;64289
15215;16089;595;6;106446
15215;15575;595;6;142229
15215;15358;595;6;88516
15215;16440;595;5;348602
15215;15299;595;5;79935
15215;16090;595;6;377466
15215;15549;595;6;23817943
15215;15319;595;8;534248424
15215;16942;595;5;1581880
15215;15265;595;6;18427135
15215;17483;595;6;2204337
15215;15394;595;7;71795
15215;16476;595;6;2785018
15215;17017;595;6;93782
15215;15914;595;6;1185926
15215;15657;595;5;475758
15215;15224;595;6;5562719
15215;16333;595;6;5117385
15215;15630;595;6;3026885
15215;15997;595;5;2729511
15215;16511;595;6;5420955
15215;17620;595;6;42652
15215;17369;595;6;991875
15215;16260;595;6;21504527
15215;16801;595;6;525558
15215;17342;595;5;1411271
15215;17707;595;6;2496500
15215;15489;595;5;7667639
15215;17653;595;6;4079022
15215;15494;595;6;1251958
15215;15504;595;6;634142
15215;15508;595;6;3133254
15215;16276;595;7;225870651
15215;15777;595;6;1986926
15215;17684;595;6;1136096
15215;17750;595;6;226473
15215;16641;595;6;1405722
15215;15532;595;6;9866305
15215;16614;595;6;31254
15215;17155;595;6;84731
15215;15659;595;6;125010
15215;16741;595;6;1257767
15215;15535;595;7;104034746
15215;16059;595;4;720857
15215;15545;595;6;4452146
15215;17633;595;6;6204598
15215;15415;595;6;7613196
15215;15672;595;6;213789
15215;17295;595;6;5729368
15215;15292;595;7;6276057
15215;17456;595;6;3650589
15215;15483;595;6;1196292
15215;17701;595;6;3161423
15215;15564;595;5;5303235
15215;16078;595;6;12274922
15215;17187;595;9;1998550278
15215;15567;595;5;24276
15215;15694;595;6;41387899
15215;16082;595;6;1687958
15215;16055;595;6;1161388
15215;17164;595;6;150517
15215;15568;595;6;487721
15215;15695;595;5;28599251
15215;17318;595;6;4057618
15215;16083;595;6;1781772
15215;17733;595;6;10923498
15215;16624;595;6;871941
15215;17706;595;6;218420
15215;15569;595;6;2426434
15215;15439;595;6;673342
15215;15696;595;4;15507105
15215;15837;595;6;1750520
15215;15580;595;6;1677562
15215;16662;595;6;65778708
15215;15585;595;6;4920554
15215;16226;595;6;18705938
15215;16564;595;6;248204
15215;15455;595;13;21691788
15215;17078;595;6;2040565
15215;15592;595;6;5094405
15215;16133;595;6;3429629
15215;17215;595;6;39258
15215;15603;595;6;1074496
15215;15987;595;5;362041
15215;17069;595;7;41653717
15215;15473;595;6;19235361
15215;17637;595;6;504938
15215;15742;595;6;1203138
15215;15730;595;6;352718402
15215;15604;595;6;628324
15215;15607;595;6;160431450
15215;17230;595;6;4107891
15215;15879;595;6;13634585
15215;16704;595;6;15124222
15215;15909;595;6;283113
15215;15652;595;6;69590
15215;16734;595;6;22501822
15215;15407;595;6;1111574
15215;17030;595;5;119316
15215;17571;595;6;2939494
15215;15664;595;6;877429
15215;15675;595;6;3101358
15215;15678;595;5;15040
15215;16790;595;6;48042
15215;15681;595;6;14138594
15215;15444;595;6;5029734
15215;17067;595;6;282616
15215;17608;595;6;3508
15215;15701;595;6;60158383
15215;15703;595;6;285825
15215;17675;595;6;701010
15215;15457;595;5;96812
15215;15975;595;5;52216635
15215;15718;595;8;211699973
15215;16800;595;5;65387
15215;15722;595;6;448942
15215;15726;595;11;2333789
15215;15750;595;6;1870028
15215;15752;595;6;9958944
15215;17375;595;6;3939749
15215;16013;595;6;12716019
15215;15756;595;6;1900391
15215;17379;595;7;122466
15215;17382;595;6;1257951
15215;16344;595;6;55890402
15215;17426;595;5;50421
15215;15239;595;7;18107739
15215;16348;595;6;93264
15215;16350;595;6;7613471
15215;17432;595;6;24918
15215;16356;595;6;1089613
15215;16897;595;5;7090009
15215;16368;595;5;476214
15215;15800;595;6;197131
15215;16909;595;6;8492369
15215;16383;595;6;293805
15215;16924;595;6;157749
15215;17494;595;6;9130747
15215;15276;595;5;288873
15215;16385;595;6;75738698
15215;16390;595;6;5904773
15215;16395;595;7;5301
15215;16399;595;6;1192905
15215;16400;595;6;750841
15215;16373;595;7;116426
15215;17482;595;6;54625
15215;17522;595;6;157163
15215;16413;595;7;22002447
15215;16414;595;6;8201197
15215;16959;595;5;6912175
15215;17506;595;6;15373281
15215;16438;595;7;3120632
15215;16457;595;5;4946391
15215;15351;595;5;3903831
15215;16460;595;6;13395539
15215;17542;595;6;8027490
15215;16472;595;6;96293
15215;17013;595;6;5020689
15215;17591;595;6;2637512
15215;15373;595;6;860012
15215;16482;595;5;2216916
15215;16504;595;6;2743564
15215;17586;595;6;116545
15215;16512;595;7;41372332
15215;15404;595;6;194120
15215;16513;595;6;290621
15215;16543;595;6;14335417
15215;16545;595;6;302529
15215;15409;595;6;35701
15215;17627;595;6;81733
15215;16559;595;6;106694
15215;16567;595;6;283051
15215;17108;595;6;3776523
15215;16540;595;6;10329074
15215;17649;595;6;106608
15215;16568;595;5;402842
15215;16577;595;6;32495826
15215;17696;595;6;17487527
15215;16587;595;6;101558562
15215;17128;595;6;1388966
15215;16605;595;6;6312049
15215;17146;595;6;106063348
15215;16611;595;6;28263123
15215;17724;595;6;2624349
15215;16615;595;6;750130
15215;16618;595;6;41618561
15215;16626;595;6;644845
15215;15520;595;6;1501299
15215;16629;595;6;35003042
15215;15560;595;6;69628
15215;16669;595;6;7465446
15215;16670;595;5;26184582
15215;17211;595;5;14287975
15215;16672;595;7;2817310
15215;16683;595;6;36324
15215;16693;595;6;27903
15215;16698;595;6;170258
15215;16705;595;6;28001564
15215;17246;595;6;575139
15215;16707;595;6;1515402
15215;16711;595;6;4062467
15215;16729;595;6;1960027
15215;16730;595;6;55015
15215;15622;595;6;16388953
15215;16731;595;6;22861213
15215;16733;595;5;540262
15215;16751;595;6;9425478
15215;16759;595;7;27593150
15215;16769;595;5;13521698
15215;17310;595;5;130497
15215;16788;595;5;30516423
15215;16792;595;6;1477339
15215;17333;595;5;1300880
15215;16815;595;6;2468847
15215;16825;595;6;11298962
15215;16826;595;6;854036
