Source;Target;DegreeSource;Degreetarget;Capacities
3531;6017;42;3;43315
3531;8395;42;7;407127
3531;15293;42;3;43988
3531;13877;42;4;92720
3531;9393;42;3;43491
3531;4098;42;3;43029
3531;7048;42;6;268429
3531;7500;42;5;169615
3531;7700;42;4;91015
3531;10484;42;5;170236
3531;9726;42;3;43536
3531;11234;42;2;16571
3531;12196;42;2;16657
3531;12250;42;3;43758
3531;13041;42;5;170878
3531;13241;42;3;43870
3506;19973;7;6;5525
3476;19649;5;3;372
3475;19993;5;6;3740
3435;19956;5;4;1383
3404;19060;18;4;12438
3404;17488;18;4;12389
3404;14878;18;4;12192
3404;14415;18;5;18983
3404;7049;18;2;4425
3404;10546;18;2;4453
3404;7072;18;2;4432
3404;18913;18;2;4507
3404;6936;18;4;11667
3404;7625;18;4;11722
3404;7963;18;5;18663
3404;8831;18;3;7190
3395;19626;7;4;2886
3377;14854;14;4;7720
3377;14603;14;5;11401
3377;12692;14;4;7682
3377;7683;14;3;5318
3377;8120;14;4;7601
3377;10596;14;3;5331
3377;10926;14;3;5350
3377;12843;14;2;2678
3364;18885;20;5;25145
3364;17434;20;7;57738
3364;16326;20;5;24925
3364;19781;20;6;39985
3364;15808;20;5;24898
3364;14817;20;5;24796
3364;14732;20;4;15107
3364;7686;20;3;8495
3364;4895;20;5;24214
3364;4631;20;5;24205
3364;12161;20;3;8692
3364;7031;20;4;14844
3364;12425;20;5;24703
3364;13390;20;5;24762
3328;18845;7;4;2738
3307;19992;26;6;77494
3307;19356;26;4;27452
3307;18410;26;5;47978
3307;18404;26;3;14523
3307;16759;26;5;47904
3307;10086;26;4;26812
3307;18156;26;3;14521
3307;15401;26;4;27126
3307;10865;26;5;47702
3307;6196;26;6;74285
3307;10386;26;4;26813
3307;9110;26;5;47671
3307;6124;26;3;14077
3307;6965;26;5;47477
3307;4502;26;4;26483
3307;15071;26;4;27124
3307;4399;26;5;47362
3307;17508;26;4;27368
3307;5879;26;4;26593
3307;8253;26;4;26736
3304;17994;21;6;44308
3304;17453;21;5;28291
3304;4505;21;4;16156
3304;9487;21;3;9307
3304;12512;21;3;9382
3304;4508;21;5;27595
3304;19276;21;5;28306
3304;13505;21;2;5353
3304;8053;21;5;27829
3304;9637;21;2;5321
3304;9223;21;6;43474
3304;3974;21;3;9214
3304;5391;21;2;5260
3304;5507;21;5;27661
3304;6095;21;4;16225
3304;8181;21;3;9291
3292;19085;58;5;397004
3292;17675;58;4;222553
3292;17126;58;4;222529
3292;13881;58;5;396066
3292;12952;58;2;36180
3292;12758;58;4;221664
3292;12559;58;4;221602
3292;11481;58;4;221443
3292;10349;58;4;221191
3292;11408;58;4;221418
3292;9343;58;4;221048
3292;18302;58;2;36668
3292;9570;58;3;101508
3292;9157;58;2;35803
3292;17592;58;2;36594
3292;8978;58;2;35765
3292;8946;58;5;395338
3292;8262;58;3;101333
3292;3734;58;4;219693
3292;3299;58;4;219566
3292;3465;58;4;219593
3292;14101;58;3;102209
3292;14999;58;2;36381
3292;4379;58;4;219921
3292;19762;58;2;36783
3292;4304;58;2;35380
3292;10052;58;4;221178
3292;7987;58;4;220684
3292;11722;58;5;395881
3292;3462;58;4;219592
3292;3698;58;4;219626
3292;18910;58;6;673425
3292;3334;58;4;219568
3292;9900;58;3;101604
3292;9369;58;3;101477
3292;7481;58;3;101282
3292;7597;58;2;35690
3292;7876;58;5;395134
3292;9801;58;4;221129
3292;4786;58;4;220054
3292;6202;58;5;394676
3292;6587;58;3;101181
3292;4703;58;4;220002
3292;6591;58;5;395001
3292;6647;58;5;395074
3292;6834;58;5;395089
3292;16100;58;4;222333
3292;4831;58;5;394573
3292;6896;58;6;662476
3292;13024;58;2;36188
3292;7242;58;4;220646
3292;7614;58;3;101303
3292;8089;58;6;663236
3282;19865;5;6;3264
3277;19776;6;5;3172
3258;19448;6;4;1680
3251;19490;6;4;1711
3233;19869;6;5;3311
3233;19868;6;6;4643
3232;19506;7;4;2845
3226;17724;24;5;39852
3226;14066;24;3;12094
3226;13999;24;5;39404
3226;16630;24;3;12333
3226;13672;24;1;1639
3226;13226;24;3;12072
3226;12774;24;3;12012
3226;11774;24;4;21711
3226;10339;24;3;11866
3226;9856;24;4;21556
3226;17101;24;2;6239
3226;8896;24;2;6058
3226;4260;24;4;20969
3226;6027;24;2;6044
3226;7171;24;4;21266
3226;6890;24;4;21214
3226;3252;24;5;38159
3226;7312;24;3;11694
3222;16968;27;4;30498
3222;15741;27;5;52902
3222;17803;27;3;15695
3222;13366;27;7;127740
3222;10948;27;2;7255
3222;10540;27;3;15456
3222;9736;27;3;15401
3222;9268;27;3;15401
3222;17820;27;4;30617
3222;7583;27;4;29457
3222;7117;27;5;52228
3222;4380;27;4;29076
3222;17319;27;2;7423
3222;6096;27;3;15261
3222;3716;27;5;51998
3222;14770;27;3;15591
3222;12711;27;4;30028
3222;4127;27;4;28997
3222;5764;27;4;29289
3222;4285;27;4;29050
3222;4427;27;4;29107
3219;18865;13;4;6967
3219;14384;13;5;9949
3219;8217;13;4;6783
3219;4810;13;5;9865
3219;4085;13;4;6741
3219;19465;13;5;10027
3219;15526;13;3;5039
3219;12569;13;4;6854
3216;19062;31;2;9180
3216;7663;31;2;9044
3216;13695;31;4;42099
3216;7248;31;5;72895
3216;12787;31;6;122894
3216;10066;31;5;72935
3216;6353;31;5;72838
3216;5638;31;3;20076
3216;5401;31;3;20065
3216;9118;31;3;20130
3216;10317;31;3;20163
3216;13932;31;4;42104
3216;6018;31;4;41482
3216;10640;31;5;72961
3216;9016;31;3;20120
3216;10727;31;2;9059
3216;17547;31;6;123547
3216;13712;31;3;20258
3216;17105;31;2;9118
3216;13968;31;3;20262
3216;14811;31;7;186810
3216;14883;31;3;20269
3216;15677;31;4;42204
3216;8055;31;4;41574
3216;17023;31;3;20353
3210;19954;7;5;4378
3186;19737;4;5;1158
3162;18997;8;6;6342
3162;19943;8;6;6396
3150;19996;6;6;4848
3143;15822;21;5;28247
3143;14755;21;3;9460
3143;13333;21;4;16800
3143;12975;21;3;9392
3143;9092;21;3;9304
3143;15919;21;5;28260
3143;19841;21;6;44533
3143;12475;21;4;16691
3143;3862;21;5;27574
3143;8827;21;4;16421
3143;4156;21;2;5231
3143;11169;21;4;16570
3143;10328;21;5;27938
3143;4803;21;4;16173
3143;6224;21;4;16242
3143;8441;21;5;27830
3125;19861;20;4;15213
3125;19557;20;5;25195
3125;14956;20;3;8776
3125;14952;20;5;24821
3125;13888;20;3;8752
3125;10711;20;4;14981
3125;12184;20;4;15026
3125;9409;20;3;8568
3125;16473;20;4;15123
3125;4322;20;5;24204
3125;3189;20;5;24154
3125;7531;20;8;80737
3125;3197;20;3;8384
3125;3869;20;5;24194
3125;10119;20;4;14952
3125;10324;20;2;5100
3084;19943;6;6;4700
3082;19688;6;4;1760
3065;19111;44;4;107251
3065;18944;44;2;18386
3065;17831;44;5;194276
3065;17038;44;2;18364
3065;19116;44;4;107289
3065;15399;44;3;50722
3065;14392;44;1;5687
3065;15142;44;4;106747
3065;5289;44;2;18181
3065;4144;44;6;308439
3065;15796;44;5;193661
3065;3583;44;2;18144
3065;15297;44;5;193619
3065;6715;44;6;309835
3065;14361;44;3;50482
3065;3423;44;5;190726
3065;3087;44;3;48309
3065;19491;44;6;317352
3065;11526;44;4;106174
3065;14777;44;4;106699
3065;5858;44;4;104984
3065;3351;44;4;104559
3065;5475;44;3;48752
3065;5534;44;2;18183
3065;15478;44;3;50767
3065;5802;44;4;104970
3065;10964;44;6;312802
3065;7485;44;4;105306
3065;19392;44;3;51313
3065;17386;44;4;107025
3065;3167;44;4;104463
3065;7887;44;3;49227
3065;8090;44;2;18194
3065;9053;44;4;105469
3065;9996;44;4;105683
3065;11026;44;4;106052
3065;10259;44;5;192766
3065;11941;44;3;50055
3057;19734;8;4;3936
3057;19242;8;5;5195
3057;19190;8;5;5186
3048;19829;6;4;1884
3016;19452;7;5;4222
3007;18699;28;3;17034
3007;18629;28;3;16999
3007;17267;28;1;2698
3007;15627;28;2;7733
3007;15400;28;1;2690
3007;15222;28;3;16911
3007;14798;28;2;7714
3007;14202;28;5;57376
3007;14009;28;5;57349
3007;11164;28;4;33225
3007;14043;28;1;2687
3007;11259;28;4;33229
3007;14451;28;3;16855
3007;6857;28;2;7583
3007;6917;28;6;90882
3007;17221;28;5;57697
3007;10986;28;4;33204
3007;5921;28;4;32754
3007;11025;28;3;16536
3007;12487;28;2;7655
3007;7296;28;2;7587
3007;10475;28;5;56997
2990;19304;45;2;19351
2990;18917;45;4;115417
2990;18175;45;5;206731
2990;16703;45;5;206509
2990;16019;45;2;19105
2990;15798;45;5;206439
2990;15304;45;2;19043
2990;16713;45;2;19173
2990;14943;45;2;19010
2990;19720;45;5;206913
2990;13702;45;2;18909
2990;3404;45;18;4588640
2990;18918;45;2;19346
2990;4227;45;2;18482
2990;3057;45;8;727403
2990;14796;45;5;206309
2990;11964;45;3;52614
2990;10017;45;5;205522
2990;3148;45;5;203851
2990;9225;45;3;52427
2990;19419;45;3;53168
2990;3489;45;4;110212
2990;12702;45;5;206129
2990;4571;45;5;204338
2990;13044;45;2;18881
2990;13389;45;5;206184
2990;5247;45;5;204461
2990;19901;45;4;115750
2990;6390;45;4;111277
2990;13211;45;5;206147
2990;11146;45;2;18809
2990;8604;45;3;52315
2990;3508;45;5;203928
2990;8936;45;4;111837
2990;9351;45;5;205288
2990;3048;45;6;332732
2990;9833;45;3;52450
2990;11150;45;3;52546
2990;13011;45;3;52690
2962;19751;37;4;67024
2962;18900;37;5;121219
2962;18519;37;5;121159
2962;17815;37;4;66728
2962;6578;37;3;31600
2962;3814;37;5;119809
2962;14254;37;4;66217
2962;3216;37;31;8650263
2962;10622;37;4;65695
2962;7831;37;4;65334
